descricao,criado,qtdInsumos,calculado,correto
30 CAP | BUPROPIONA CLORIDRATO  150MG,2020-08-05 23:19:09,1,47.5297,39.9
60 CAP | VIT B6  80MG; ZINCO QUELADO  30MG; COBRE QUELADO 0.500MG; EXSYNUTRIMENT  200MG; BIOTINA  10MG; SAW PALMETO EXT SECO  160MG; VITAMINA B5  50MG; VIT B2  10MG; VITAMINA B3  10MG; NAC  200MG; ARGININA  200MG; BIO ARTC  100MG; VIT D3  2000UI; CURCUMIN  250MG; PIPERINA  5MG; RHODIOLA ROSEA EXT SECO  150MG; ASHWAGANDHA EXTRATO  150MG,2020-07-27 19:01:10,17,732.3601,708.0
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI,2020-07-27 19:01:10,1,59.568,64.9
20 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI,2020-07-27 18:56:09,1,34.928,40.0
60 CAP | ZINCO QUELADO  30MG; SELENIO QUELADO  30MCG; VIT C  300MG; PICNOGENOL  50MG; PYGEUM AFRICANUM EXT. SECO  150MG; SAW PALMETO EXTRATO SECO  250MG; VIT B6  30MG,2020-07-27 18:52:09,7,107.508,115.8
150 CAP | PLANTARUM LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; SALIVARIUS LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; BIFIDOBACTERIUM ANIMALIS  100MG; BIFIDOBACTERIUM BREVE  100MG; BETAGLUCAN  150MG,2020-07-27 18:48:09,9,329.3861,304.7
75 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI,2020-07-27 18:47:08,1,56.4,54.7
75 CAP | TEACRINE  200MG; CITRUS SINENSIS EXT SECO  500MG; COENZIMA Q10 PO  200MG; CAPSIATE  5MG; MAGNESIO DIMALATO  500MG,2020-07-27 18:45:09,5,754.1515,719.6
150 CAP | BUPROPIONA CLORIDRATO  150MG,2020-07-27 18:45:09,1,117.6487,101.8
60 CAP | CAFEINA   50MG; MOROSIL  200MG; TRANSRESVERATROL  125MG; RASPBERRY KETONE  120MG; EGCG PURE  150MG; CAPSIATE  8MG; GENGIBRE   250MG; CINNAMOMUM  275MG; TADALAFIL 2.500MG,2020-07-27 18:42:08,9,565.2742,549.7
90 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  90000UI,2020-07-27 18:39:08,1,251.13,238.6
60 CAP | VIT D3  10000UI; VITAMINA K2 MK7  250MCG; MAGNESIO L-TREONATO  300MG,2020-07-27 18:36:08,3,74.2577,118.1
90 CAP | PHOLIAMAGRA  100MG; CITRUS AURANTIUM EXT SECO  150MG; ORLISTAT  80MG; CLORTALIDONA  10MG; KCL  500MG; DIMETILPOLISILOXANE  20MG; CROMO PICOLINATO  500MCG; FAMOTIDINA  10MG,2020-07-27 18:34:08,8,264.3266,243.0
5 CAP | FITASE 5000 UI/G  3000UI; ZINCO QUELADO  50MG,2020-07-27 18:31:09,2,88.5725,78.0
30 CAP | TAURINA  500MG; COENZIMA Q10 PO  100MG,2020-07-27 18:30:08,2,80.1777,71.0
90 CAP | BIOSIL  520MG,2020-07-27 18:29:08,1,545.9279,514.2
30 CAP | MAGNESIO GLICINA  50MG; TAURINA  50MG; 5HTP  25MG; THEANINA  50MG,2020-07-27 18:29:08,4,49.1011,40.2
16 CAP | VITAMINA D3 1:100  14000UI,2020-07-27 18:28:08,1,33.3152,39.9
60 CAP | FLUOXETINA  20MG; CLONAZEPAM 0.250MG; HIDROCLOROTIAZIDA  10MG; ORLISTAT  80MG,2020-07-27 18:28:08,4,135.3762,118.8
60 CAP | SILIMARINA  200MG; CISTEINA CLORIDRATO ANIDRA  200MG; SAME  50MG; N ACETIL L CISTEINA  200MG,2020-07-27 18:26:09,4,130.5387,146.0
180 CAP | MULUNGU EXT SECO  300MG; MELISSA EXT SECO  200MG,2020-07-27 18:26:09,2,95.2352,81.4
60 CAP | VITAMINA B1  15MG; VITAMINA B2  15MG; VITAMINA B3  20MG; VITAMINA B5  35MG; BIOTINA 0.500MG; VITAMINA C REVESTIDA  85MG; COBRE QUELADO  1MG; ZINCO QUELADO  15MG; SELENIO AA COMPLEXO  25MCG; VANADIO QUELADO  5MCG; CROMO PICOLINATO  800MCG; ACIDO ALFA LIPOICO  100MG; COENZIMA Q10 PO  150MG,2020-07-27 18:25:08,13,224.3753,233.8
60 CAP | MAGNESIO DIMALATO  250MG; CALCIO QUELADO  200MG; VITAMINA K2 MK7  100MCG; BORO QUELADO 0.500MG; MANGANES QUELADO  25MCG,2020-07-27 18:25:08,5,64.8302,78.0
120 CAP | SULFATO DE ZINCO  25MG,2020-07-27 18:22:08,1,36.5006,49.5
60 CAP | MELATONINA SLOW RELEASE  3MG; ZINCO 8.700MG; SELENIO QUELADO  50MCG,2020-07-27 18:21:09,3,73.1092,72.0
24 CAP | VITAMINA D LIQ CAP ATE 15MIL  3000UI,2020-07-27 18:21:09,1,32.5344,39.9
80 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI,2020-07-27 18:20:08,1,44.08,49.0
120 CAP | COENZIMA Q10 PO  200MG; TEACRINE  150MG; MAGNESIO DIMALATO  400MG,2020-07-27 18:19:10,3,759.979,686.0
40 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  50000UI,2020-07-27 18:19:10,1,84.6,79.9
40 CAP | VITAMINA D LIQ CAP ATE 15MIL  6000UI,2020-07-27 18:19:10,1,38.448,44.0
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  15000UI; VITAMINA A OLEOSA ORAL  1500UI; VITAMINA K2 SOL MAE  120MCG,2020-07-27 18:17:08,3,62.9756,60.0
60 CAP | PIPERINA  10MG,2020-07-27 18:16:08,1,63.975,61.9
60 CAP | RECOMPOSITOR MICROB POTEN CAPS  60UN,2020-07-27 18:16:08,1,225.4873,113.5
60 CAP | BIFIDOBACTERIUM BREVE  200MG; LACTOBACILLUS ACIDOPHILUS  200MG; LACTOBACILLUS PLANTARUM   100MG,2020-07-27 18:15:08,3,90.1732,82.0
120 CAP | CATUABA  150MG; MARAPUAMA PO  100MG; GINSENG  200MG; GUARANA PO  100MG,2020-07-27 18:14:08,4,68.8384,56.1
60 CAP | CACTI-NEA  1G; MOROSIL  500MG,2020-07-27 18:11:08,2,413.1943,406.4
60 CAP | CRAMBERRY   36MG,2020-07-27 18:09:08,1,39.0633,45.0
60 CAP | VIT C  200MG; VIT E  200UI; ZINCO QUELADO  15MG; MAGNESIO QUELADO 30%  100MG; COBRE QUELADO  1MG; SELENIO QUELADO  100MCG; MANGANES QUELADO  2MG; QUERCETINA  500MG,2020-07-27 18:07:08,8,160.8749,195.0
60 CAP | MELOXICAM 7.500MG; DEFLAZACORT 7.500MG; FAMOTIDINA  20MG,2020-07-27 18:06:07,3,132.2975,127.0
60 CAP | VITAMINA D  10000UI; VITAMINA K2 MK7  80MCG,2020-07-27 18:04:08,2,39.0456,45.0
240 CAP | COENZIMA Q10  200MG,2020-07-27 18:03:08,1,725.9952,660.6
30 CAP | MELATONINA 1:10  3MG; SELENIO QUELADO  50MCG; ZINCO QUELADO 8.700MG; 5-HTP  50MG,2020-07-27 18:01:08,4,74.5248,65.5
30 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  30000UI; VIT A OLEOSA  3000UI; VITAMINA K2 SOL MAE  200MCG,2020-07-27 18:01:08,3,55.7712,47.5
60 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; PLANTARUM LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG,2020-07-27 17:59:08,5,91.8516,83.1
120 CAP | TIAMINA  10MG; RIBOFLAVINA  5MG; NICOTINAMIDA  20MG; ACIDO PANTOTENICO  20MG; PIRIDOXAL-5-FOSFATO  20MG; ACIDO FOLICO  100MCG; METILCOBALAMINA 1:100  200MCG; BIOTINA  100MCG; VITAMINA C REVESTIDA  250MG; MAGNESIO DIMALATO  100MG; MAGNESIO QUELADO 30%  150MG,2020-07-27 17:58:07,11,167.9035,226.2
7 CAP | L LISINA  500MG,2020-07-27 17:58:07,1,32.1472,39.9
120 CAP | COENZIMA Q10 PO  100MG; CARNITINA L  500MG; MOROSIL  500MG; MAGNESIO DIMALATO  400MG,2020-07-27 17:55:08,4,818.4314,757.0
30 CAP | WITHANIA SOMNIFERA  600MG,2020-07-27 17:53:09,1,73.4212,66.0
60 CAP | COLAGENO TIPO 2  40MG; DIACEREINA  50MG,2020-07-27 17:50:08,2,159.5195,153.3
30 CAP | TANSULOSINA 0.400MG,2020-07-27 17:49:09,1,50.728,45.5
30 CAP | CLORELLA PO  500MG,2020-07-27 17:47:08,1,62.4684,57.2
90 CAP | VITAMINA D   2000UI,2020-07-27 17:47:08,1,32.664,48.0
16 CAP | VITAMINA D  20000UI,2020-07-27 17:43:08,1,34.736,39.9
90 CAP | NORTRIPTILINA  15MG; FLUNARIZINA CLORIDRATO  2MG; ATENOLOL  25MG,2020-07-27 17:43:08,3,86.7123,75.2
40 CAP | EXSYNUTRIMENT-SILICIO ORGANICO  200MG,2020-07-27 17:40:08,1,223.0062,208.8
30 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  30000UI; VITAMINA A OLEOSA ORAL  3000UI; VITAMINA K2 LIQ SOL MAE  200MCG,2020-07-27 17:38:08,3,55.8252,47.5
30 CAP | VITAMINA C REVESTIDA  400MG; ASCORBATO DE CALCIO  80MG; ASCORBATO DE MAGNESIO  160MG; QUERCETINA  80MG; L GLUTATHIONA REDUZ  20MG,2020-07-27 17:36:08,5,64.8561,56.1
60 CAP | HIDROXICLOROQUINA SULFATO  200MG,2020-07-27 17:32:08,1,391.152,371.6
30 CAP | PRASTERONA  20MG,2020-07-27 17:31:09,1,94.8,85.8
120 CAP | VITAMINA A  2000UI; MAGNESIO QUELADO 30%  125MG; VITAMINA K2 MK7  100MCG; VITAMINA D3  10000UI,2020-07-27 17:30:07,4,75.3819,95.6
120 CAP | CURCUMINA  200MG,2020-07-27 17:30:07,1,104.6664,94.0
90 CAP | CLOROQUINA DIFOSFATO  250MG; DIACEREINA  50MG,2020-07-27 17:30:07,2,341.6351,317.0
60 CAP | VITAMINA D3 1:100  10000UI; VITAMINA K2 MK7  100MCG,2020-07-27 17:29:07,2,39.087,48.3
45 CAP | LIGANDROL  10MG,2020-07-27 17:29:07,1,305.3982,289.5
60 CAP | METILCOBALAMINA 1:100  1000MCG,2020-07-27 17:26:07,1,59.9233,47.8
60 CAP | BUPROPIONA CLORIDRATO  140MG; CLOBAZAN 1.500MG; SLENDESTA  100MG; TRIMETILXANT MICROENCAPSULADA  100MG; PHOLIAMAGRA  100MG; ORLISTAT  60MG; ALOINA  15MG; CLORTALIDONA  10MG; ESPIRONOLACTONA  25MG; KCL  150MG; CROMO GTF  150MCG; SELENIO QUELADO  75MCG; CITRATO DE MAGNESIO  75MG; DIMETILPOLISILOXANE  60MG; FAMOTIDINA  20MG,2020-07-27 17:25:07,15,304.438,288.7
60 CAP | QUETIAPINA HEMIFUMARATO 12.500MG,2020-07-27 17:18:07,1,49.4811,47.1
60 CAP | EURYCOMA LONGIFOLIA JACK  400MG,2020-07-27 17:17:08,1,119.2947,109.2
90 CAP | COLECALCIFEROL  4000UI; COENZIMA Q10  100MG,2020-07-27 17:15:07,2,165.8271,152.0
60 CAP | VITAMINA D   4000UI; VITAMINA E OLEOSA ORAL  400UI; VITAMINA A OLEOSA ORAL  500UI,2020-07-27 17:15:07,3,55.2726,53.6
16 CAP | VITAMINA D  7000UI,2020-07-27 17:14:09,1,31.6576,40.0
60 CAP | COENZIMA Q10 PO  100MG; MAGNESIO DIMALATO  400MG,2020-07-27 17:13:07,2,148.2905,136.0
60 CAP | BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM LONGUM  150MG; HELVETICUS LACTOBACILLUS  150MG; REUTERI LACTOBACILLUS  100MG; PARACASEI LACTOBACILLUS   100MG; ACIDOPHILUS LACTOBACILLUS  100MG; STREPTOCOCCUS TERMOPHILUS  100MG,2020-07-27 17:11:07,7,167.7518,157.0
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 LIQ SOL MAE  120MCG,2020-07-27 17:11:07,3,41.0323,40.0
30 CAP | VIT B1  20MG; VIT B2  15MG; VITAMINA B3 NO FLUSH  30MG; PANTOTENATO DE CALCIO  50MG; PIRIDOXAL-5-FOSFATO  30MG; METILCOBALAMINA 1:100  250MCG; METILFOLATO 1:10  250MCG; BITARTARATO COLINA  200MG; INOSITOL  150MG; BIOTINA 2.500MCG; VITAMINA C  200MG; N ACETIL L CISTEINA  200MG; ARGININA  200MG,2020-07-27 17:09:07,13,93.5945,80.4
60 CAP | COENZIMA Q10 PO  300MG,2020-07-27 17:09:07,1,290.9982,275.2
30 CAP | VITAMINA D  8000UI,2020-07-27 17:09:07,1,33.552,40.0
60 CAP | ACIDO URSOLICO 50%  300MG,2020-07-27 17:04:07,1,343.2518,327.8
120 CAP | INSEA2  250MG,2020-07-27 17:04:07,1,600.492,534.2
90 CAP | VITAMINA D3 1:100  1000UI; CALCIO QUELADO  500MG,2020-07-27 17:04:07,2,86.0953,84.0
60 CAP | ASHWAGANDHA EXTRATO  500MG; 5-HTP  100MG,2020-07-27 17:03:07,2,183.5724,169.9
60 CAP | MUCUNA EXT SECO  400MG; MACA PO 10%  500MG; TURKESTERONE  500MG,2020-07-27 17:03:07,3,271.5854,264.9
90 CAP | BETAINA CLORIDRATO  150MG; SAIS BILIARES PO  50MG; LACTASE  30MG,2020-07-27 17:02:07,3,61.3329,60.0
60 CAP | VITAMINA D3  50000UI,2020-07-27 17:01:07,1,74.4,110.0
60 CAP | VITAMINA D3 1:100  10000UI; VITAMINA A  1000UI; VITAMINA E  200UI; MAGNESIO QUELADO 30%  400MG; ZINCO QUELADO  15MG; COBRE QUELADO  1MG; METILFOLATO 1:10  100MCG; METILCOBALAMINA 1:100  50MCG; VIT B5  250MG; VITAMINA B3 NO FLUSH  30MG; VIT B2  20MG; VIT B1  10MG; PIRIDOXAL-5-FOSFATO  25MG; VIT C  250MG; IODO QUELADO 250MCG  20MG; COENZIMA Q10 PO  150MG; VITAMINA K2 MK7  150MCG,2020-07-27 16:53:06,17,352.8957,384.8
60 CAP | MELATONINA 1:10 1.500MG; L THEANINA  200MG,2020-07-27 16:53:06,2,96.8543,86.7
30 CAP | CLOMIFENO CITRATO  100MG; IOIMBINA CLORIDRATO  20MG; TADALAFIL  5MG,2020-07-27 16:53:06,3,148.9935,139.1
30 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BULGARICUS LACTOBACILLUS  200MG; CASEI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM INFANTIS  200MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIUM LONGUM  100MG; BOSWELLIA SERRATA  150MG; MICROBIOMEX  250MG,2020-07-27 16:50:09,13,306.633,298.6
60 CAP | VITAMINA D3  7000UI,2020-07-27 16:49:06,1,36.216,44.0
120 CAP | ALCACHOFRA EXT SECO  200MG; QUEBRA PEDRA PO  350MG; BOLDO PO  150MG,2020-07-27 16:48:06,3,82.7273,78.7
90 CAP | REUTERI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG,2020-07-27 16:48:06,3,99.112,91.0
120 CAP | HIDROXITRIPTOFANO-5  50MG; L-GLICINA  50MG; L THEANINA  50MG; L TAURINA  50MG,2020-07-27 16:46:07,4,137.9424,119.0
32 CAP | VITAMINA D  50000UI,2020-07-27 16:45:07,1,53.68,43.6
60 CAP | NALTREXONA HCL  4MG,2020-07-27 16:44:07,1,56.3775,63.2
60 CAP | GENISTEINA  200MG; GREENSELECT PHYTOSOME  50MG,2020-07-27 16:43:07,2,228.4833,592.5
180 CAP | METILCOBALAMINA 1:100  250MCG; METILFOLATO 1:10  100MCG; PIRIDOXAL-5-FOSFATO  25MG; VITAMINA B1  10MG; VITAMINA B2  10MG; VITAMINA B3 NO FLUSH  30MG; MAGNESIO QUELADO 30%  400MG,2020-07-27 16:40:07,7,290.3628,275.0
30 CAP | BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM LACTIS  200MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDOBACTERIA BIFIDUM  100MG,2020-07-27 16:38:07,5,73.5786,64.9
30 CAP | SERTRALINA CLORIDRATO  25MG; METILTESTOSTERONA 1:10  50MG,2020-07-27 16:36:06,2,134.5511,124.9
120 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA K2 MK-7 - LIQUIDA  120MCG,2020-07-27 16:32:07,2,97.7748,117.5
60 CAP | T4  38MCG; T3  10MCG,2020-07-27 16:29:06,2,34.3856,43.9
90 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG,2020-07-27 16:27:07,5,146.132,138.7
10 CAP | VITAMINA D  50000UI,2020-07-27 16:27:07,1,37.4,39.9
90 CAP | LIOTIRONINA T3  25MCG,2020-07-27 16:26:07,1,40.3892,48.0
90 CAP | CALCIO QUELADO  250MG; MAGNESIO QUELADO 30%  150MG; SELENIO AA COMPLEXO  45MCG; ZINCO QUELADO  10MG; COBRE QUELADO  1000MCG; BORO QUELADO 1.500MG; MANGANES QUELADO  2MG; VANADIO QUELADO  12MCG; CROMO QUELADO  100MCG; MOLIBDENIO QUELADO  75MCG; FERRO QUELADO  14MG; SILICIO QUELADO 5%  5MG; ACIDO ALFA LIPOICO  200MG,2020-07-27 16:22:07,13,183.786,253.7
30 CAP | DUTASTERIDA 0.100MG,2020-07-27 16:18:06,1,33.879,39.9
90 CAP | VITAMINA D3  4000UI; VITAMINA K2 SOL MAE  100MCG,2020-07-27 16:18:06,2,35.6313,49.6
30 CAP | ACIDO ALFA LIPOICO  300MG; CARNITINA L  500MG; CISTEINA CLORIDRATO ANIDRA  300MG; SULFATO DE ZINCO  50MG,2020-07-27 16:13:06,4,111.7768,141.0
120 CAP | COENZIMA Q10 PO  100MG; UBIQUINOL  100MG,2020-07-27 16:13:06,2,333.0026,528.5
120 CAP | OXANDROLONA  5MG; CYANOTIS EXT SECO  300MG; TURKESTERONE  500MG; SILIMARINA  300MG; METIONINA  100MG,2020-07-27 16:12:06,5,898.0972,824.0
180 CAP | AJUGA TURKESTANICA  350MG; RHODIOLA ROSEA EXT SECO  150MG,2020-07-27 16:10:07,2,377.5587,342.0
60 CAP | FENOGREGO  300MG; ARGININA  200MG,2020-07-27 16:10:07,2,121.0452,111.0
180 CAP | CROMO PICOLINATO  200MCG,2020-07-27 16:09:07,1,33.384,49.6
45 CAP | T4  56MCG; T3  10MCG,2020-07-27 16:09:07,2,33.863,43.6
90 CAP | VITAMINA D3  10000UI; VITAMINA A  1000UI,2020-07-27 16:08:06,2,43.4982,47.4
30 CAP | CICLOBENZAPRINE  5MG,2020-07-27 16:06:07,1,42.6,39.9
120 CAP | ORLISTATE  60MG,2020-07-27 16:05:06,1,155.0114,128.9
120 CAP | MORINGA   500MG,2020-07-27 16:05:06,1,335.2782,299.0
180 CAP | CHLORELLA PO  500MG,2020-07-27 16:04:06,1,224.8107,224.0
120 CAP | FERRO QUELADO  20MG; VITAMINA B2  20MG; NIACINAMIDA  50MG; PIRIDOXAL-5-FOSFATO  20MG; PANTOTENATO DE CALCIO  50MG; TIAMINA  30MG,2020-07-27 16:03:06,6,129.0578,117.1
60 CAP | VITAMINA D3 1:100  3000UI; VITAMINA K2 MK7  37MCG,2020-07-27 16:02:06,2,32.7406,44.0
90 CAP | VITAMINA D  20000UI; VITAMINA A  2000UI,2020-07-27 15:59:14,2,56.9964,50.2
30 CAP | VITAMINA C  500MG; VITAMINA D3  3000UI; SULFATO DE ZINCO  66MG,2020-07-27 15:57:13,3,47.5024,39.9
60 CAP | VITEX AGNUS CACTUS  400MG; RHODIOLA ROSEA EXT SECO  500MG; PANAX GINSENG L  200MG; VITAMINA E  10MG,2020-07-27 15:55:13,4,224.9052,213.9
120 CAP | DIM  100MG,2020-07-27 15:53:14,1,152.8755,134.6
120 CAP | VITAMINA D3   10000UI; VITAMINA A  1000UI,2020-07-27 15:52:14,2,47.9976,49.5
60 CAP | GARCINIA CAMBOJA EXT SECO  200MG,2020-07-27 15:52:14,1,40.017,43.6
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  15000UI; VITAMINA A OLEOSA ORAL  1500UI; VITAMINA K2 MK7  100MCG,2020-07-27 15:49:14,3,62.94,59.4
120 CAP | VITAMINA D  5000UI,2020-07-27 15:47:14,1,38.88,49.5
90 CAP | BOSWELLIA SERRATA  300MG; PERSEA GRATISSIMA  150MG; GLYCINE MAX  60MG,2020-07-27 15:46:13,3,188.5419,175.5
60 CAP | MOROSIL  300MG; CACTI-NEA  250MG; FASEOLAMINA  200MG; CASSIOLAMINA EXTRACT  150MG; PICOLINATO CROMO  300MCG,2020-07-27 15:44:14,5,230.3857,220.0
60 CAP | CLOMIFENO CITRATO  50MG; ANASTROZOL 1:10 0.100MG; TADALAFIL  5MG,2020-07-27 15:43:13,3,151.0281,139.0
30 CAP | CURCUMA LONGA  150MG; QUERCETINA  200MG; CLORELLA PO  200MG,2020-07-27 15:42:14,3,77.6143,69.6
60 CAP | ACETIL L-CARNITINA HCL  1G,2020-07-27 15:41:14,1,148.0944,119.3
60 CAP | VITAMINA A OLEOSA ORAL  1000UI; VITAMINA E OLEOSA ORAL  200UI; VITAMINA D LIQ CAP ATE 15MIL  5000UI,2020-07-27 15:40:14,3,51.9468,44.5
30 CAP | PAULLINIA CUPANA  300MG; PANAX GINSENG L  90MG; WITHANIA SOMNIFERA  200MG,2020-07-27 15:40:14,3,51.5783,41.8
60 CAP | VITAMINA D  6000UI,2020-07-27 15:38:14,1,35.328,44.0
30 CAP | BIOINTESTIL-GINGEROL/GERANIOL  200MG,2020-07-27 15:37:14,1,84.1243,77.1
30 CAP | DIFOSFATO CLOROQUINA  150MG,2020-07-27 15:37:14,1,73.2,64.0
120 CAP | COBRE QUELADO 0.500MG; MANGANES QUELADO 1.200MG; L LISINA  100MG; RESVERATROL  30MG; VITAMINA K2 MK7  80MCG,2020-07-27 15:31:14,5,113.5513,125.5
120 CAP | MAGNESIO DIMALATO  250MG; RIBOFLAVINA  25MG; METILCOBALAMINA   10MCG; METILFOLATO   150MCG; CROMO GTF  200MCG; SELENIO QUELADO  50MCG; ZINCO QUELADO  10MG,2020-07-27 15:30:14,7,104.7232,94.3
90 CAP | IBUTAMOREN TRATADO  25MG,2020-07-27 15:29:14,1,1049.425,993.2
60 CAP | T4  15MCG; T3  3MCG,2020-07-27 15:27:14,2,31.4687,44.0
60 CAP | VITAMINA K2 MK7  100MCG; VITAMINA D3 1:100  5000UI; MAGNESIO QUELADO 30%  200MG,2020-07-27 15:25:14,3,56.0331,67.0
90 CAP | L TAURINA  200MG; CARNITINA L  500MG; VITAMINA K2 MK7  150MCG; COENZIMA Q10 PO  200MG,2020-07-27 15:25:14,4,380.9879,397.8
60 CAP | ATENOLOL  50MG; ENALAPRIL  20MG; ANLODIPINA  5MG,2020-07-27 15:24:13,3,83.9247,73.6
30 CAP | MELATONINA ZS  5MG,2020-07-27 15:23:15,1,157.1157,57.8
90 CAP | VITAMINA D3 1:100  7000UI,2020-07-27 15:23:15,1,39.324,50.0
90 CAP | SILICIO ORGANICO  200MG,2020-07-27 15:22:14,1,464.264,435.0
140 CAP | CURCUMA LONGA  500MG; PIPERINA 5.300MG,2020-07-27 15:20:13,2,289.7928,268.7
45 CAP | CHA VERDE EXT SECO  300MG; CAFEINA BASE ANIDRA  100MG; ALCACHOFRA EXT SECO  100MG,2020-07-27 15:19:15,3,68.314,57.9
30 CAP | METILCOBALAMINA 1:100  500MCG,2020-07-27 15:18:13,1,37.4808,40.0
60 CAP | CITRIN EXTRACT  150MG; ADVANTRA  200MG; SLENDESTA  150MG; ALOINA  25MG; ORLISTAT  100MG; CLORTALIDONA 8.500MG; CLORETO DE POTASSIO  50MG; FAMOTIDINA  20MG,2020-07-27 15:17:18,8,277.6165,262.1
120 CAP | VITAMINA C  500MG; ZINCO  10MG,2020-07-27 15:16:14,2,87.5892,77.0
60 CAP | CITRUS SINENSIS EXT SECO  250MG; OPUNTIA FICUS  500MG; GLUCOMANNAN PO  500MG,2020-07-27 15:16:14,3,205.3834,194.2
30 CAP | GRIFFONIA SIMPLICIFOLIA  200MG; GINSENG COREANO   80MG; MAGNESIO QUELADO   40MG; VIT B6  50MG; VIT B1  10MG; VIT B2  10MG; VITAMINA B3  15MG; VIT B12  8MCG; ACIDO FOLICO  200MCG,2020-07-27 15:16:14,9,123.1803,123.2
24 CAP | VITAMINA D3 1:100  50000UI,2020-07-27 15:16:14,1,47.76,40.0
180 CAP | COENZIMA Q10 PO  100MG,2020-07-27 15:05:13,1,290.9982,259.5
30 CAP | CAFEINA   200MG; CITRUS AURANTIUM EXT SECO  250MG; IOIMBINA   5MG; CHA VERDE EXT SECO  250MG,2020-07-27 15:05:13,4,77.6652,77.2
60 CAP | HIDROXITRIPTOFANO-5  100MG; GABA  200MG; FENILALANINA  30MG,2020-07-27 15:00:14,3,146.5941,135.2
30 CAP | VITAMINA A  1000UI,2020-07-27 14:59:13,1,30.0594,39.9
60 CAP | BIFIDOBACTERIUM LONGUM  100MG; HELVETICUS LACTOBACILLUS  200MG; PARACASEI LACTOBACILLUS   100MG; PLANTARUM LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG,2020-07-27 14:59:13,5,123.2213,110.0
120 CAP | LACTOBACILLUS BIFIDUM  80MG; LACTOBACILLUS REUTERI  80MG; LACTOBACILLUS BULGARICUS  80MG; FOS  120MG,2020-07-27 14:59:13,4,119.1361,119.0
120 CAP | CURCUMA EXT SECO  50MG; ACIDO ALFA LIPOICO  50MG; COENZIMA Q10 PO  20MG; RESVERATROL  10MG; PQQ 2.500MG,2020-07-27 14:58:13,5,167.9333,157.0
60 CAP | MERATRIM  200MG; CHA VERDE EXT SECO  100MG; CAVALINHA PO  50MG; CITRUS AURANTIUM EXT SECO  50MG,2020-07-27 14:57:14,4,152.5992,140.0
60 CAP | MOROSIL  200MG; DRENOW C  100MG,2020-07-27 14:56:13,2,134.7949,123.6
150 CAP | BESILATO DE ANLODIPINA  5MG,2020-07-27 14:55:13,1,56.3398,51.1
30 CAP | T3  5MCG,2020-07-27 14:54:13,1,30.6926,40.0
90 CAP | MAGNESIO QUELADO 30%  100MG; BORO QUELADO  1MG; VIT D3  7000UI,2020-07-27 14:51:14,3,47.2518,48.0
180 CAP | COENZIMA Q10 PO  60MG,2020-07-27 14:51:14,1,186.5989,167.5
45 CAP | TOPIRAMATO  25MG; QUETIAPINA   10MG,2020-07-27 14:51:14,2,70.175,64.6
60 CAP | MK2866  5MG; RHODIOLA ROSEA EXT SECO  200MG; SPIRULINA  200MG,2020-07-27 14:51:14,3,154.7408,142.5
60 CAP | VITAMINA K2 MK7  100MCG; CURCUMA LONGA  100MG; TRANSRESVERATROL  50MG,2020-07-27 14:48:13,3,103.1258,111.8
